target,slug,county_name
Vaughn Next Century Learning Center,vaughn-next-century-learning-center,Los Angeles
Ventura Charter School of Arts and Global Education,ventura-charter-school-of-arts-and-global-education,Fresno
Ventura Unified,ventura-unified,Ventura
Venture Academy,venture-academy,Santa Clara
Victor Elementary,victor-elementary,San Diego
Victor Valley Union High,victor-valley-union-high,San Joaquin
View Park Preparatory Accelerated Charter,view-park-preparatory-accelerated-charter,San Mateo
View Park Preparatory Accelerated Charter Middle,view-park-preparatory-accelerated-charter-middle,Alameda
View Park Preparatory Accelerated High,view-park-preparatory-accelerated-high,Ventura
Village,village,San Bernardino
Village Charter,village-charter,Los Angeles
Village Charter Academy,village-charter-academy,Los Angeles
Village Elementary Charter,village-elementary-charter,Los Angeles
Vincent Academy,vincent-academy,San Diego
Vineland Elementary,vineland-elementary,Glenn
Visalia Charter Independent Study,visalia-charter-independent-study,Tuolumne
Visalia Technical Early College,visalia-technical-early-college,Los Angeles
Visalia Unified,visalia-unified,Contra Costa
Visions In Education,visions-in-education,Imperial
Vista Charter Middle,vista-charter-middle,Sacramento
Vista del Mar Union Elementary,vista-del-mar-union-elementary,Santa Barbara
Vista Oaks Charter,vista-oaks-charter,Mendocino
Vista Real Charter High,vista-real-charter-high,Los Angeles
Vista Unified,vista-unified,San Diego
Vivian Banks Charter,vivian-banks-charter,Santa Barbara
Voices College-Bound Language Academy,voices-college-bound-language-academy,Alameda
W. E. B. DuBois Public Charter,w-e-b-dubois-public-charter,San Mateo
Walden Academy,walden-academy,Fresno
Wallis Annenberg High,wallis-annenberg-high,Santa Clara
Walnut Creek Elementary,walnut-creek-elementary,Los Angeles
Walnut Valley Unified,walnut-valley-unified,Orange
Walter L. Bachrodt Elementary,walter-l-bachrodt-elementary,San Joaquin
Warner Unified,warner-unified,Tulare
Wasco Union Elementary,wasco-union-elementary,Kern
Wasco Union High,wasco-union-high,Imperial
Washington Colony Elementary,washington-colony-elementary,Alameda
Washington Unified,washington-unified,Butte
Washington Unified,washington-unified,Contra Costa
Washington Union Elementary,washington-union-elementary,Stanislaus
Waterford Unified,waterford-unified,Santa Cruz
Watsonville Charter School of the Arts,watsonville-charter-school-of-the-arts,San Joaquin
Watts Learning Center,watts-learning-center,Los Angeles
Watts Learning Center Charter Middle,watts-learning-center-charter-middle,Los Angeles
Waugh Elementary,waugh-elementary,San Diego
Waukena Joint Union Elementary,waukena-joint-union-elementary,Santa Clara
Weaver Union Elementary,weaver-union-elementary,Merced
Weed Union Elementary,weed-union-elementary,Sonoma
Weimar Hills Charter,weimar-hills-charter,Santa Barbara
Welby Way Elementary Charter,welby-way-elementary-charter,Monterey
West Contra Costa Unified,west-contra-costa-unified,Orange
West Covina Unified,west-covina-unified,San Mateo
West Park Charter Academy,west-park-charter-academy,Sacramento
West Park Elementary,west-park-elementary,Merced
West Sacramento Early College Prep Charter,west-sacramento-early-college-prep-charter,Santa Barbara
West Side Union Elementary,west-side-union-elementary,Shasta
West Sonoma County Union High,west-sonoma-county-union-high,San Joaquin
Westchester Secondary Charter,westchester-secondary-charter,Sonoma
Western Center Academy,western-center-academy,Fresno
Western Placer Unified,western-placer-unified,San Bernardino
Western Sierra Collegiate Academy,western-sierra-collegiate-academy,Los Angeles
Westlake Charter,westlake-charter,Kern
Westlake Charter Middle,westlake-charter-middle,Alameda
Westminster,westminster,Los Angeles
Westmorland Union Elementary,westmorland-union-elementary,Butte
Westside Elementary,westside-elementary,Los Angeles
Westside Innovative School House,westside-innovative-school-house,Orange
Westside Innovative School House Charter Middle,westside-innovative-school-house-charter-middle,San Francisco
Westside Preparatory Charter,westside-preparatory-charter,Alameda
Westside Union Elementary,westside-union-elementary,Alameda
Westwood Charter,westwood-charter,Alameda
Westwood Charter Elementary,westwood-charter-elementary,Santa Clara
Westwood Unified,westwood-unified,Alameda
Wheatland Charter Academy,wheatland-charter-academy,Nevada
Wheatland Elementary,wheatland-elementary,Los Angeles
Wheatland Union High,wheatland-union-high,Alameda
White Oaks Elementary,white-oaks-elementary,Solano
Whited Elementary Charter,1,San Diego
Whitmore Charter High,whitmore-charter-high,Nevada
Whitmore Charter School of Art & Technology,whitmore-charter-school-of-art-and-technology,Los Angeles
Whitmore Charter School of Personalized Learning,whitmore-charter-school-of-personalized-learning,Lassen
Whitmore Union Elementary,whitmore-union-elementary,San Benito
Whittier City Elementary,whittier-city-elementary,Mendocino
Whittier Union High,whittier-union-high,San Bernardino
Wilbur Charter For Enriched Academics,wilbur-charter-for-enriched-academics,Nevada
Wilder's Preparatory Academy Charter,wilders-preparatory-academy-charter,Imperial
Wilder's Preparatory Academy Charter Middle,wilders-preparatory-academy-charter-middle,San Joaquin
Wildflower Open Classroom,wildflower-open-classroom,Los Angeles
William Finch,william-finch,Yuba
William Howard Taft Charter High,william-howard-taft-charter-high,San Mateo
William S. Hart Union High,william-s-hart-union-high,Riverside
Williams Unified,williams-unified,Sonoma
Willits Charter,willits-charter,Stanislaus
Willits Elementary Charter,willits-elementary-charter,Riverside
Willits Unified,willits-unified,Sonoma
Willow Creek Academy,willow-creek-academy,Sonoma
Willow Creek Elementary,willow-creek-elementary,Sonoma
Willow Grove Union Elementary,willow-grove-union-elementary,Shasta
Willows Unified,willows-unified,San Diego
Wilmar Union Elementary,wilmar-union-elementary,Los Angeles
Wilsona Elementary,wilsona-elementary,Kern
Windsor Unified,windsor-unified,Los Angeles
Winship-Robbins Elementary,winship-robbins-elementary,Sonoma
Winters Joint Unified,winters-joint-unified,Sonoma
Winton,winton,Inyo
Wisdom Academy for Young Scientists,wisdom-academy-for-young-scientists,Alameda
Wiseburn Unified,wiseburn-unified,Santa Clara
Woodlake Elementary Community Charter,woodlake-elementary-community-charter,Los Angeles
Woodlake Unified,woodlake-unified,Los Angeles
Woodland Hills Elementary Charter For Enriched Studies,woodland-hills-elementary-charter-for-enriched-studies,Shasta
Woodland Joint Unified,woodland-joint-unified,Placer
Woodland Star Charter,woodland-star-charter,Stanislaus
Woodside Elementary,woodside-elementary,San Diego
Woodville Elementary,woodville-elementary,Los Angeles
Woodward Leadership Academy,woodward-leadership-academy,Sonoma
Wright Charter,wright-charter,Santa Clara
Wright Elementary,wright-elementary,Sacramento
Xinaxcalmecac Academia Semillas del Pueblo,xinaxcalmecac-academia-semillas-del-pueblo,Nevada
Yav Pem Suab Academy - Preparing for the Future Charter,yav-pem-suab-academy-preparing-for-the-future-charter,San Diego
Yosemite Unified,yosemite-unified,Santa Cruz
Yosemite-Wawona Elementary Charter,yosemite-wawona-elementary-charter,Madera
YouthBuild Charter School of California,youthbuild-charter-school-of-california,Sacramento
YouthBuild Charter School of California Central,youthbuild-charter-school-of-california-central,Placer
Yreka Union Elementary,yreka-union-elementary,Stanislaus
Yreka Union High,yreka-union-high,Tulare
Yu Ming Charter,yu-ming-charter,Los Angeles
Yuba City Charter,yuba-city-charter,Los Angeles
Yuba City Unified,yuba-city-unified,Santa Clara
Yuba County Career Preparatory Charter,yuba-county-career-preparatory-charter,Los Angeles
Yuba Environmental Science Charter Academy,yuba-environmental-science-charter-academy,Nevada
Yuba River Charter,yuba-river-charter,San Joaquin
Yucaipa-Calimesa Jt. Unified,yucaipa-calimesa-jt-unified,Santa Clara
